storm.id,storm.name,n.obs,storm.duration,storm.pdi,max.wind,mean.wind,mean.sq.wind,storm.year,basin,sst,sst.norm,sst.class
AL251969,KARA,48,1036800,26566311110.529625,90,51.770833333333336,2993.2291666666665,1969,NATL,27.883412996528662,1.009156122614031,high
AL261969,LAURIE,42,907200,18861716961.370365,90,44.04761904761905,2389.285714285714,1969,NATL,27.883412996528662,1.009156122614031,high
AL271969,UNNAMED,14,302400,5531324402.996296,60,48.92857142857143,2519.6428571428573,1969,NATL,27.883412996528662,1.009156122614031,high
AL281969,UNNAMED,31,669600,16875924815.096294,65,56.45161290322581,3217.7419354838707,1969,NATL,27.883412996528662,1.009156122614031,high
AL291969,MARTHA,17,367200,10705338556.79259,80,55.88235294117647,3373.529411764706,1969,NATL,27.883412996528662,1.009156122614031,high
AL011970,ALMA,39,842400,5019988439.377777,70,30.76923076923077,1071.7948717948718,1970,NATL,27.471000382140442,0.9942300906069398,low
AL021970,BECKY,19,410400,3398123398.77037,55,35.78947368421053,1413.157894736842,1970,NATL,27.471000382140442,0.9942300906069398,low
AL031970,UNNAMED,22,475200,853942087.337037,25,23.40909090909091,553.4090909090909,1970,NATL,27.471000382140442,0.9942300906069398,low
AL041970,CELIA,24,518400,21022855804.01111,110,54.375,3736.4583333333335,1970,NATL,27.471000382140442,0.9942300906069398,low
AL051970,UNNAMED,17,367200,858720928.1185184,30,25.294117647058822,652.9411764705883,1970,NATL,27.471000382140442,0.9942300906069398,low
AL071970,UNNAMED,29,626400,1711192602.907407,30,26.724137931034484,726.7241379310345,1970,NATL,27.471000382140442,0.9942300906069398,low
AL081970,UNNAMED,15,324e3,2863260834.381481,60,36.333333333333336,1461.6666666666667,1970,NATL,27.471000382140442,0.9942300906069398,low
AL091970,DOROTHY,25,54e4,5754459507.177777,60,39.6,1700,1970,NATL,27.471000382140442,0.9942300906069398,low
AL101970,UNNAMED,24,518400,788876332.0814813,25,22.083333333333332,493.75,1970,NATL,27.471000382140442,0.9942300906069398,low
AL111970,UNNAMED,10,216e3,392232547.2185185,25,23.5,557.5,1970,NATL,27.471000382140442,0.9942300906069398,low
AL121970,ELLA,20,432e3,15763925325.559258,110,51.25,3396.25,1970,NATL,27.471000382140442,0.9942300906069398,low
AL131970,FELICE,23,496800,3331219627.829629,60,33.04347826086956,1208.695652173913,1970,NATL,27.471000382140442,0.9942300906069398,low
AL141970,UNNAMED,14,302400,576034115.737037,25,23.928571428571427,576.7857142857143,1970,NATL,27.471000382140442,0.9942300906069398,low
AL151970,UNNAMED,73,1576800,4959333921.766665,30,28.15068493150685,802.3972602739726,1970,NATL,27.471000382140442,0.9942300906069398,low
AL161970,GRETA,35,756e3,3070221400.533333,45,30,928.5714285714286,1970,NATL,27.471000382140442,0.9942300906069398,low
AL171970,UNNAMED,9,194400,346282155.0888889,25,23.333333333333332,550,1970,NATL,27.471000382140442,0.9942300906069398,low
AL181970,UNNAMED,23,496800,13285544975.655552,90,52.82608695652174,3085.8695652173915,1970,NATL,27.471000382140442,0.9942300906069398,low
AL191970,UNNAMED,33,712800,13546543202.951849,65,49.84848484848485,2594.6969696969695,1970,NATL,27.471000382140442,0.9942300906069398,low
AL011971,ARLENE,15,324e3,3255125778.4629626,55,39.666666666666664,1671.6666666666667,1971,NATL,27.149286657899292,0.9825866316592371,low
AL041971,UNNAMED,17,367200,6674937762.318516,75,39.411764705882355,2129.4117647058824,1971,NATL,27.149286657899292,0.9825866316592371,low
AL061971,BETH,29,626400,10793195706.544443,75,42.93103448275862,2188.793103448276,1971,NATL,27.149286657899292,0.9825866316592371,low
AL081971,CHLOE,29,626400,3131243521.2814813,55,30.689655172413794,1015.5172413793103,1971,NATL,27.149286657899292,0.9825866316592371,low
AL091971,DORIA,36,777600,4654590921.162962,55,32.77777777777778,1154.1666666666667,1971,NATL,27.149286657899292,0.9825866316592371,low
AL111971,FERN,39,842400,12291913696.244442,80,40,1917.948717948718,1971,NATL,27.149286657899292,0.9825866316592371,low
AL121971,UNNAMED,22,475200,1143980962.459259,30,25.454545454545453,663.6363636363636,1971,NATL,27.149286657899292,0.9825866316592371,low
AL131971,EDITH,51,1101600,40399217157.23332,140,52.05882352941177,3383.823529411765,1971,NATL,27.149286657899292,0.9825866316592371,low
AL141971,GINGER,118,2548800,98489702887.5111,95,58.983050847457626,3952.5423728813557,1971,NATL,27.149286657899292,0.9825866316592371,low
AL161971,UNNAMED,17,367200,858720928.1185184,30,25.294117647058822,652.9411764705883,1971,NATL,27.149286657899292,0.9825866316592371,low
AL171971,HEIDI,17,367200,3751390013.4629626,55,40.294117647058826,1704.4117647058824,1971,NATL,27.149286657899292,0.9825866316592371,low
AL181971,IRENE,37,799200,7470798554.003702,70,35.810810810810814,1465.5405405405406,1971,NATL,27.149286657899292,0.9825866316592371,low
AL191971,JANICE,15,324e3,3161754581.6555552,55,39,1625,1971,NATL,27.149286657899292,0.9825866316592371,low
AL211971,KRISTY,16,345600,1942047372.9666662,45,32.8125,1135.9375,1971,NATL,27.149286657899292,0.9825866316592371,low
AL221971,LAURA,39,842400,14642735757.596292,60,47.56410256410256,2408.3333333333335,1971,NATL,27.149286657899292,0.9825866316592371,low
AL011972,ALPHA,24,518400,4389181456.222221,60,36.25,1437.5,1972,NATL,27.29580867354125,0.9878895545546961,low
AL021972,AGNES,35,756e3,12892209619.025923,75,44.714285714285715,2255,1972,NATL,27.29580867354125,0.9878895545546961,low
AL031972,UNNAMED,8,172800,300331762.9592592,25,23.125,540.625,1972,NATL,27.29580867354125,0.9878895545546961,low
AL051972,UNNAMED,18,388800,647716727.4592592,25,22.77777777777778,525,1972,NATL,27.29580867354125,0.9878895545546961,low
AL061972,UNNAMED,13,280800,462812349.5296296,25,22.692307692307693,521.1538461538462,1972,NATL,27.29580867354125,0.9878895545546961,low
AL081972,UNNAMED,13,280800,485236140.88888884,25,23.076923076923077,538.4615384615385,1972,NATL,27.29580867354125,0.9878895545546961,low
AL091972,UNNAMED,9,194400,323858363.7296296,25,22.77777777777778,525,1972,NATL,27.29580867354125,0.9878895545546961,low
AL101972,BETTY,42,907200,29237315504.240734,90,54.88095238095238,3426.785714285714,1972,NATL,27.29580867354125,0.9878895545546961,low
AL111972,CARRIE,29,626400,7305009539.199999,60,42.41379310344828,1872.4137931034484,1972,NATL,27.29580867354125,0.9878895545546961,low
AL121972,UNNAMED,9,194400,346282155.0888889,25,23.333333333333332,550,1972,NATL,27.29580867354125,0.9878895545546961,low
AL131972,DAWN,39,842400,11806309952.218515,70,42.94871794871795,2016.025641025641,1972,NATL,27.29580867354125,0.9878895545546961,low
AL141972,CHARLIE,11,237600,4205012284.5666656,60,47.72727272727273,2434.090909090909,1972,NATL,27.29580867354125,0.9878895545546961,low
AL151972,UNNAMED,17,367200,646613918.048148,25,23.235294117647058,545.5882352941177,1972,NATL,27.29580867354125,0.9878895545546961,low
AL161972,UNNAMED,9,194400,346282155.0888889,25,23.333333333333332,550,1972,NATL,27.29580867354125,0.9878895545546961,low
AL171972,UNNAMED,41,885600,2976482600.588888,30,28.902439024390244,842.0731707317074,1972,NATL,27.29580867354125,0.9878895545546961,low
AL181972,UNNAMED,17,367200,691461500.7666667,25,23.823529411764707,572.0588235294117,1972,NATL,27.29580867354125,0.9878895545546961,low
AL191972,DELTA,25,54e4,2741216592.8851843,40,32.2,1077,1972,NATL,27.29580867354125,0.9878895545546961,low
AL011973,UNNAMED,13,280800,440388558.17037034,25,22.307692307692307,503.84615384615387,1973,NATL,27.36562474279239,0.9904163368302521,low
AL021973,UNNAMED,13,280800,485236140.88888884,25,23.076923076923077,538.4615384615385,1973,NATL,27.36562474279239,0.9904163368302521,low
