storm.id,storm.name,n.obs,storm.duration,storm.pdi,max.wind,mean.wind,mean.sq.wind,storm.year,basin,sst,sst.norm,sst.class
AL081999,FLOYD,48,1036800,89644068600.98888,135,73.4375,6439.0625,1999,NATL,27.727182850920048,1.0035018432043532,high
AL091999,GERT,49,1058400,132988154489.02591,130,88.87755102040816,8781.122448979591,1999,NATL,27.727182850920048,1.0035018432043532,high
AL101999,HARVEY,12,259200,2829073742.637037,50,41.666666666666664,1800,1999,NATL,27.727182850920048,1.0035018432043532,high
AL111999,UNNAMED,10,216e3,794022775.9999998,30,30,900,1999,NATL,27.727182850920048,1.0035018432043532,high
AL121999,UNNAMED,12,259200,919375445.7296294,30,29.583333333333332,877.0833333333334,1999,NATL,27.727182850920048,1.0035018432043532,high
AL131999,IRENE,30,648e3,26358615338.1037,95,61.666666666666664,4181.666666666667,1999,NATL,27.727182850920048,1.0035018432043532,high
AL141999,JOSE,32,691200,19242921414.477776,85,55.78125,3296.09375,1999,NATL,27.727182850920048,1.0035018432043532,high
AL151999,KATRINA,16,345600,995469295.0962961,35,26.875,743.75,1999,NATL,27.727182850920048,1.0035018432043532,high
AL161999,LENNY,39,842400,58465440930.05555,135,64.23076923076923,5305.7692307692305,1999,NATL,27.727182850920048,1.0035018432043532,high
AL012000,UNNAMED,4,86400,183801568.5185185,25,25,625,2000,NATL,27.511306560282804,0.9956888512850748,low
AL022000,UNNAMED,12,259200,885923560.259259,30,29.166666666666668,854.1666666666666,2000,NATL,27.511306560282804,0.9956888512850748,low
AL032000,ALBERTO,87,1879200,84005036478.84073,110,63.04597701149425,4379.022988505747,2000,NATL,27.511306560282804,0.9956888512850748,low
AL042000,UNNAMED,13,280800,898422066.9185183,30,28.46153846153846,815.3846153846154,2000,NATL,27.511306560282804,0.9956888512850748,low
AL052000,BERYL,9,194400,1402405967.796296,45,36.111111111111114,1358.3333333333333,2000,NATL,27.511306560282804,0.9956888512850748,low
AL062000,CHRIS,9,194400,538170992.6222221,35,26.666666666666668,727.7777777777778,2000,NATL,27.511306560282804,0.9956888512850748,low
AL072000,DEBBY,20,432e3,10962660752.718517,75,53,3050,2000,NATL,27.511306560282804,0.9956888512850748,low
AL082000,ERNESTO,10,216e3,1040684480.9518515,35,32.5,1067.5,2000,NATL,27.511306560282804,0.9956888512850748,low
AL092000,UNNAMED,4,86400,217253453.98888886,30,26.25,693.75,2000,NATL,27.511306560282804,0.9956888512850748,low
AL102000,FLORENCE,29,626400,14940861901.733332,70,53.793103448275865,3020.689655172414,2000,NATL,27.511306560282804,0.9956888512850748,low
AL112000,GORDON,28,604800,6918291039.037036,70,37.142857142857146,1641.0714285714287,2000,NATL,27.511306560282804,0.9956888512850748,low
AL122000,HELENE,42,907200,6900646088.459258,60,34.76190476190476,1327.3809523809523,2000,NATL,27.511306560282804,0.9956888512850748,low
AL132000,ISAAC,52,1123200,82863628738.34073,120,74.61538461538461,6135.576923076923,2000,NATL,27.511306560282804,0.9956888512850748,low
AL142000,JOYCE,28,604800,14508193009.440737,80,50.17857142857143,2838.3928571428573,2000,NATL,27.511306560282804,0.9956888512850748,low
AL152000,KEITH,32,691200,31978532097.12592,120,56.875,4054.6875,2000,NATL,27.511306560282804,0.9956888512850748,low
AL162000,LESLIE,26,561600,4888754119.455554,60,38.65384615384615,1543.2692307692307,2000,NATL,27.511306560282804,0.9956888512850748,low
AL172000,MICHAEL,22,475200,14572891161.559258,85,56.13636363636363,3446.590909090909,2000,NATL,27.511306560282804,0.9956888512850748,low
AL182000,NADINE,13,280800,2471763493.4370365,50,38.46153846153846,1546.1538461538462,2000,NATL,27.511306560282804,0.9956888512850748,low
AL192000,UNNAMED,19,410400,5353404484.67037,55,44.473684210526315,2038.157894736842,2000,NATL,27.511306560282804,0.9956888512850748,low
AL012001,ALLISON,55,1188e3,3496641039.4962955,50,25.818181818181817,717.2727272727273,2001,NATL,27.822572124547076,1.0069541705619978,high
AL022001,UNNAMED,5,108e3,229751960.64814812,25,25,625,2001,NATL,27.822572124547076,1.0069541705619978,high
AL032001,BARRY,24,518400,3966805451.7666655,60,31.875,1255.2083333333333,2001,NATL,27.822572124547076,1.0069541705619978,high
AL042001,CHANTAL,32,691200,8108589996.762962,60,40.625,1804.6875,2001,NATL,27.822572124547076,1.0069541705619978,high
AL052001,DEAN,29,626400,6245577298.259258,60,37.93103448275862,1598.2758620689656,2001,NATL,27.822572124547076,1.0069541705619978,high
AL062001,ERIN,62,1339200,49837427700.65925,105,56.45161290322581,3715.3225806451615,2001,NATL,27.822572124547076,1.0069541705619978,high
AL072001,FELIX,46,993600,37192982595.99629,100,54.02173913043478,3599.4565217391305,2001,NATL,27.822572124547076,1.0069541705619978,high
AL082001,GABRIELLE,41,885600,18551092310.57407,70,50.36585365853659,2718.9024390243903,2001,NATL,27.822572124547076,1.0069541705619978,high
AL092001,UNNAMED,3,64800,204754947.3296296,30,28.333333333333332,808.3333333333334,2001,NATL,27.822572124547076,1.0069541705619978,high
AL102001,HUMBERTO,26,561600,20776929305.33333,90,60,3930.769230769231,2001,NATL,27.822572124547076,1.0069541705619978,high
AL112001,IRIS,21,453600,27457013511.570366,125,63.80952380952381,4957.142857142857,2001,NATL,27.822572124547076,1.0069541705619978,high
AL122001,JERRY,10,216e3,1683622367.6296291,45,37,1430,2001,NATL,27.822572124547076,1.0069541705619978,high
AL132001,KAREN,19,410400,9680461010.733332,70,53.68421052631579,3002.6315789473683,2001,NATL,27.822572124547076,1.0069541705619978,high
AL142001,LORENZO,16,345600,1550550032.0222218,35,31.875,1021.875,2001,NATL,27.822572124547076,1.0069541705619978,high
AL152001,MICHELLE,33,712800,50570428355.9111,120,67.27272727272727,5548.484848484848,2001,NATL,27.822572124547076,1.0069541705619978,high
AL162001,NOEL,12,259200,5771001648.344444,65,53.75,2939.5833333333335,2001,NATL,27.822572124547076,1.0069541705619978,high
AL172001,OLGA,47,1015200,21498901866.474068,80,48.08510638297872,2606.3829787234044,2001,NATL,27.822572124547076,1.0069541705619978,high
AL012002,ARTHUR,20,432e3,4310146781.759258,50,40.75,1706.25,2002,NATL,27.559447975997088,0.9974311847800965,low
AL022002,BERTHA,20,432e3,755792049.748148,35,22,515,2002,NATL,27.559447975997088,0.9974311847800965,low
AL032002,CRISTOBAL,13,280800,2268478958.655555,45,38.07692307692308,1486.5384615384614,2002,NATL,27.559447975997088,0.9974311847800965,low
AL042002,DOLLY,26,561600,5039839008.777777,50,39.23076923076923,1588.4615384615386,2002,NATL,27.559447975997088,0.9974311847800965,low
AL052002,EDOUARD,20,432e3,2402654103.6740737,55,32,1105,2002,NATL,27.559447975997088,0.9974311847800965,low
AL062002,FAY,22,475200,2135039019.9111109,50,23.181818181818183,790.9090909090909,2002,NATL,27.559447975997088,0.9974311847800965,low
AL072002,UNNAMED,5,108e3,330107617.0592592,30,28,790,2002,NATL,27.559447975997088,0.9974311847800965,low
AL082002,GUSTAV,27,583200,12296324933.888885,85,48.888888888888886,2635.185185185185,2002,NATL,27.559447975997088,0.9974311847800965,low
AL092002,HANNA,15,324e3,2560723452.5999994,50,36,1403.3333333333333,2002,NATL,27.559447975997088,0.9974311847800965,low
AL102002,ISIDORE,53,1144800,44828099752.255554,110,52.35849056603774,3553.301886792453,2002,NATL,27.559447975997088,0.9974311847800965,low
AL112002,JOSEPHINE,9,194400,1236249349.8555553,50,35,1258.3333333333333,2002,NATL,27.559447975997088,0.9974311847800965,low
AL122002,KYLE,88,1900800,26177754594.681477,75,42.15909090909091,1963.0681818181818,2002,NATL,27.559447975997088,0.9974311847800965,low
AL132002,LILI,52,1123200,41688033755.68518,125,52.98076923076923,3454.326923076923,2002,NATL,27.559447975997088,0.9974311847800965,low
AL142002,UNNAMED,10,216e3,760570890.5296295,30,29.5,872.5,2002,NATL,27.559447975997088,0.9974311847800965,low
AL012003,ANA,39,842400,7119737558.133331,50,38.46153846153846,1523.076923076923,2003,NATL,27.965344562859887,1.0121213888032456,high
AL022003,UNNAMED,4,86400,317609110.3999999,30,30,900,2003,NATL,27.965344562859887,1.0121213888032456,high
AL032003,BILL,20,432e3,2293475971.974074,50,29.75,1016.25,2003,NATL,27.965344562859887,1.0121213888032456,high
AL042003,CLAUDETTE,43,928800,16047714947.351849,75,47.325581395348834,2386.6279069767443,2003,NATL,27.965344562859887,1.0121213888032456,high
AL052003,DANNY,44,950400,8738661773.644444,65,33.40909090909091,1380.6818181818182,2003,NATL,27.965344562859887,1.0121213888032456,high
AL062003,UNNAMED,8,172800,635218220.7999998,30,30,900,2003,NATL,27.965344562859887,1.0121213888032456,high
AL072003,UNNAMED,7,151200,260630624.15925923,30,22.142857142857142,517.8571428571429,2003,NATL,27.965344562859887,1.0121213888032456,high
AL082003,ERIKA,10,216e3,3242259668.6666665,65,45,2165,2003,NATL,27.965344562859887,1.0121213888032456,high
AL092003,UNNAMED,4,86400,317609110.3999999,30,30,900,2003,NATL,27.965344562859887,1.0121213888032456,high
AL102003,FABIAN,53,1144800,136661612637.43703,125,86.98113207547169,8460.377358490567,2003,NATL,27.965344562859887,1.0121213888032456,high
AL112003,GRACE,12,259200,799536823.0555553,35,26.25,747.9166666666666,2003,NATL,27.965344562859887,1.0121213888032456,high
AL122003,HENRI,21,453600,1910433503.1814811,50,30.238095238095237,946.4285714285714,2003,NATL,27.965344562859887,1.0121213888032456,high
AL132003,ISABEL,57,1231200,221618373638.06665,145,100,11165.78947368421,2003,NATL,27.965344562859887,1.0121213888032456,high
AL142003,UNNAMED,10,216e3,526407692.23703694,30,26,680,2003,NATL,27.965344562859887,1.0121213888032456,high
AL152003,JUAN,21,453600,21338994501.862957,90,64.04761904761905,4546.428571428572,2003,NATL,27.965344562859887,1.0121213888032456,high
AL162003,KATE,58,1252800,57994173708.37407,110,63.01724137931034,4430.603448275862,2003,NATL,27.965344562859887,1.0121213888032456,high
AL172003,LARRY,41,885600,7098416576.1851845,55,33.90243902439025,1346.341463414634,2003,NATL,27.965344562859887,1.0121213888032456,high
AL182003,MINDY,14,302400,1544668381.8296292,40,32.857142857142854,1100,2003,NATL,27.965344562859887,1.0121213888032456,high
AL192003,NICHOLAS,80,1728e3,13258342343.514812,60,35.3125,1356.5625,2003,NATL,27.965344562859887,1.0121213888032456,high
AL202003,ODETTE,22,475200,5989357911.744444,55,44.31818181818182,2005.6818181818182,2003,NATL,27.965344562859887,1.0121213888032456,high
AL212003,PETER,15,324e3,3031990674.281481,60,39.333333333333336,1610,2003,NATL,27.965344562859887,1.0121213888032456,high
AL012004,ALEX,25,54e4,28376388957.299995,105,63,4689,2004,NATL,27.959626687078313,1.011914447516896,high
AL022004,BONNIE,43,928800,4990212585.277777,55,31.046511627906977,1057.5581395348838,2004,NATL,27.959626687078313,1.011914447516896,high
AL032004,CHARLEY,25,54e4,27071030217.68148,125,62,4494,2004,NATL,27.959626687078313,1.011914447516896,high
AL042004,DANIELLE,46,993600,28762739854.32592,95,47.391304347826086,2906.521739130435,2004,NATL,27.959626687078313,1.011914447516896,high
AL052004,EARL,9,194400,1231838112.2111108,45,35,1258.3333333333333,2004,NATL,27.959626687078313,1.011914447516896,high
AL062004,FRANCES,68,1468800,142108755922.05182,125,74.70588235294117,6937.5,2004,NATL,27.959626687078313,1.011914447516896,high
AL072004,GASTON,27,583200,6031999875.640739,65,39.81481481481482,1687.962962962963,2004,NATL,27.959626687078313,1.011914447516896,high
AL082004,HERMINE,16,345600,2159668430.0925922,50,34.0625,1220.3125,2004,NATL,27.959626687078313,1.011914447516896,high
AL092004,IVAN,87,1879200,254456361869.58514,145,78.73563218390805,8331.034482758621,2004,NATL,27.959626687078313,1.011914447516896,high
AL102004,UNNAMED,13,280800,742190733.6777776,30,26.53846153846154,713.4615384615385,2004,NATL,27.959626687078313,1.011914447516896,high
AL112004,JEANNE,64,1382400,54905572150.98888,105,58.359375,3928.515625,2004,NATL,27.959626687078313,1.011914447516896,high
AL122004,KARL,48,1036800,89260658529.05925,125,76.66666666666667,6672.916666666667,2004,NATL,27.959626687078313,1.011914447516896,high
AL132004,LISA,55,1188e3,19879977650.96296,65,47.63636363636363,2374.5454545454545,2004,NATL,27.959626687078313,1.011914447516896,high
AL142004,MATTHEW,12,259200,1405346792.8925922,40,32.916666666666664,1127.0833333333333,2004,NATL,27.959626687078313,1.011914447516896,high
AL152004,NICOLE,8,172800,1665242210.7777774,45,41.25,1706.25,2004,NATL,27.959626687078313,1.011914447516896,high
AL162004,OTTO,39,842400,4789501272.455554,45,33.46153846153846,1163.4615384615386,2004,NATL,27.959626687078313,1.011914447516896,high
AL012005,ARLENE,23,496800,4257579533.1629624,60,34.34782608695652,1382.608695652174,2005,NATL,28.160554487027778,1.019186423854499,high
AL022005,BRET,6,129600,549566689.8703701,35,30.833333333333332,970.8333333333334,2005,NATL,28.160554487027778,1.019186423854499,high
AL032005,CINDY,31,669600,3696617146.044444,65,30,1024.1935483870968,2005,NATL,28.160554487027778,1.019186423854499,high
AL042005,DENNIS,55,1188e3,57464825191.04073,130,44.09090909090909,3557.7272727272725,2005,NATL,28.160554487027778,1.019186423854499,high
AL052005,EMILY,43,928800,105479308935.13333,140,80.23255813953489,7756.976744186047,2005,NATL,28.160554487027778,1.019186423854499,high
AL062005,FRANKLIN,38,820800,10623363057.233332,60,44.60526315789474,2036.1842105263158,2005,NATL,28.160554487027778,1.019186423854499,high
AL072005,GERT,9,194400,840708374.4037035,40,30.555555555555557,969.4444444444445,2005,NATL,28.160554487027778,1.019186423854499,high
AL082005,HARVEY,46,993600,11919531718.425924,55,42.5,1900.5434782608695,2005,NATL,28.160554487027778,1.019186423854499,high
AL092005,IRENE,56,1209600,27404078659.837032,90,48.035714285714285,2668.75,2005,NATL,28.160554487027778,1.019186423854499,high
AL102005,TEN,21,453600,1031862005.6629629,30,25.476190476190474,651.1904761904761,2005,NATL,28.160554487027778,1.019186423854499,high
AL112005,JOSE,5,108e3,645511108.6370368,45,34,1200,2005,NATL,28.160554487027778,1.019186423854499,high
AL122005,KATRINA,31,669600,65371233462.43332,150,72.09677419354838,6647.580645161291,2005,NATL,28.160554487027778,1.019186423854499,high
AL132005,LEE,26,561600,1432549425.033333,35,25.96153846153846,689.4230769230769,2005,NATL,28.160554487027778,1.019186423854499,high
AL142005,MARIA,51,1101600,38950493194.170364,100,59.80392156862745,3829.4117647058824,2005,NATL,28.160554487027778,1.019186423854499,high
AL152005,NATE,29,626400,15456241499.859255,80,52.41379310344828,2975.862068965517,2005,NATL,28.160554487027778,1.019186423854499,high
AL162005,OPHELIA,68,1468800,33057447304.329624,75,51.544117647058826,2842.279411764706,2005,NATL,28.160554487027778,1.019186423854499,high
AL172005,PHILIPPE,28,604800,10043652910.125925,70,45.714285714285715,2276.785714285714,2005,NATL,28.160554487027778,1.019186423854499,high
AL182005,RITA,34,734400,87021955424.50368,155,75.58823529411765,7545.588235294118,2005,NATL,28.160554487027778,1.019186423854499,high
AL192005,NINETEEN,9,194400,614264841.9888887,30,28.333333333333332,808.3333333333334,2005,NATL,28.160554487027778,1.019186423854499,high
AL202005,STAN,16,345600,4105391834.429629,70,40,1775,2005,NATL,28.160554487027778,1.019186423854499,high
AL212005,UNNAMED,7,151200,1197283417.3296294,45,37.857142857142854,1467.857142857143,2005,NATL,28.160554487027778,1.019186423854499,high
AL222005,TAMMY,8,172800,1035170433.896296,45,31.25,1131.25,2005,NATL,28.160554487027778,1.019186423854499,high
AL232005,TWENTY-TWO,27,583200,2798195079.125925,40,31.85185185185185,1044.4444444444443,2005,NATL,28.160554487027778,1.019186423854499,high
AL242005,VINCE,14,302400,4291766624.907407,65,44.642857142857146,2105.3571428571427,2005,NATL,28.160554487027778,1.019186423854499,high
AL252005,WILMA,45,972e3,136618235467.26665,160,86.66666666666667,8994.444444444445,2005,NATL,28.160554487027778,1.019186423854499,high
AL262005,ALPHA,10,216e3,1264554791.407407,45,34,1190,2005,NATL,28.160554487027778,1.019186423854499,high
AL272005,BETA,18,388800,14257487669.98148,100,56.94444444444444,3718.0555555555557,2005,NATL,28.160554487027778,1.019186423854499,high
AL282005,GAMMA,33,712800,3129773108.7333326,45,30.90909090909091,983.3333333333334,2005,NATL,28.160554487027778,1.019186423854499,high
AL292005,DELTA,42,907200,13425601770.866665,60,45,2157.1428571428573,2005,NATL,28.160554487027778,1.019186423854499,high
AL302005,EPSILON,43,928800,24830121494.3037,75,54.883720930232556,3213.953488372093,2005,NATL,28.160554487027778,1.019186423854499,high
AL312005,ZETA,36,777600,9448503431.262962,55,42.361111111111114,1902.0833333333333,2005,NATL,28.160554487027778,1.019186423854499,high
AL012006,ALBERTO,37,799200,8409289362.859258,60,40.270270270270274,1716.2162162162163,2006,NATL,27.98894616820187,1.0129755777985938,high
AL022006,UNNAMED,13,280800,1351309131.7481477,45,31.53846153846154,1034.6153846153845,2006,NATL,27.98894616820187,1.0129755777985938,high
AL032006,BERYL,17,367200,3566118032.3962955,50,40.294117647058826,1672.0588235294117,2006,NATL,27.98894616820187,1.0129755777985938,high
AL042006,CHRIS,23,496800,3627140153.144444,55,33.26086956521739,1266.304347826087,2006,NATL,27.98894616820187,1.0129755777985938,high
AL052006,DEBBY,26,561600,3696617146.0444436,45,34.61538461538461,1263.4615384615386,2006,NATL,27.98894616820187,1.0129755777985938,high
AL062006,ERNESTO,43,928800,9613557239.792591,65,39.53488372093023,1680.2325581395348,2006,NATL,27.98894616820187,1.0129755777985938,high
AL072006,FLORENCE,62,1339200,28612390171.27777,80,50.08064516129032,2706.048387096774,2006,NATL,27.98894616820187,1.0129755777985938,high
AL082006,GORDON,57,1231200,59260934118.60369,105,63.771929824561404,4556.578947368421,2006,NATL,27.98894616820187,1.0129755777985938,high
AL092006,HELENE,62,1339200,64527216659.79628,105,64.2741935483871,4590.725806451613,2006,NATL,27.98894616820187,1.0129755777985938,high
AL102006,ISAAC,24,518400,12881916731.188887,75,53.125,3028.125,2006,NATL,27.98894616820187,1.0129755777985938,high
AL012007,ANDREA,31,669600,7025631155.051851,65,38.064516129032256,1627.4193548387098,2007,NATL,27.671286570071427,1.0014788457306665,high
AL022007,BARRY,23,496800,3112863364.429629,50,34.34782608695652,1232.608695652174,2007,NATL,27.671286570071427,1.0014788457306665,high
AL032007,CHANTAL,23,496800,8811079591.64074,60,49.34782608695652,2505.4347826086955,2007,NATL,27.671286570071427,1.0014788457306665,high
AL042007,DEAN,40,864e3,122404124967.45554,150,85.875,8943.125,2007,NATL,27.671286570071427,1.0014788457306665,high
AL052007,ERIN,20,432e3,1471147754.422222,50,27,787.5,2007,NATL,27.671286570071427,1.0014788457306665,high
AL062007,FELIX,26,561600,65190372719.01109,150,69.8076923076923,7102.884615384615,2007,NATL,27.671286570071427,1.0014788457306665,high
AL072007,GABRIELLE,14,302400,2305606875.496296,50,37.142857142857146,1421.4285714285713,2007,NATL,27.671286570071427,1.0014788457306665,high
AL082007,INGRID,26,561600,2320678604.1148143,40,30.192307692307693,943.2692307692307,2007,NATL,27.671286570071427,1.0014788457306665,high
AL092007,HUMBERTO,10,216e3,3461718741.4777775,80,40.5,2017.5,2007,NATL,27.671286570071427,1.0014788457306665,high
AL102007,TEN,4,86400,228281548.09999996,30,26.25,706.25,2007,NATL,27.671286570071427,1.0014788457306665,high
AL112007,JERRY,8,172800,915331811.2222219,35,33.75,1143.75,2007,NATL,27.671286570071427,1.0014788457306665,high
AL122007,KAREN,19,410400,5702995067.992592,65,43.68421052631579,2044.7368421052631,2007,NATL,27.671286570071427,1.0014788457306665,high
AL132007,LORENZO,13,280800,3277917172.9592586,70,37.30769230769231,1655.7692307692307,2007,NATL,27.671286570071427,1.0014788457306665,high
AL142007,MELISSA,31,669600,1822576353.4296293,35,26.451612903225808,717.741935483871,2007,NATL,27.671286570071427,1.0014788457306665,high
AL152007,FIFTEEN,26,561600,2526536360.855555,45,30.576923076923077,979.8076923076923,2007,NATL,27.671286570071427,1.0014788457306665,high
AL162007,NOEL,53,1144800,19840644115.299995,75,44.43396226415094,2261.7924528301887,2007,NATL,27.671286570071427,1.0014788457306665,high
AL172007,OLGA,24,518400,3041548355.844444,50,33.75,1181.25,2007,NATL,27.671286570071427,1.0014788457306665,high
AL012008,ARTHUR,9,194400,1023407133.5111108,40,33.333333333333336,1127.7777777777778,2008,NATL,27.875994694887936,1.0088876395369748,high
AL022008,BERTHA,73,1576800,61007416622.66666,105,61.64383561643836,4055.4794520547944,2008,NATL,27.875994694887936,1.0088876395369748,high
AL032008,CRISTOBAL,18,388800,5463685425.781481,55,45.27777777777778,2131.9444444444443,2008,NATL,27.875994694887936,1.0088876395369748,high
AL042008,DOLLY,27,583200,9964250632.525925,85,42.96296296296296,2183.3333333333335,2008,NATL,27.875994694887936,1.0088876395369748,high
AL052008,EDOUARD,14,302400,2664755140.381481,55,36.785714285714285,1487.5,2008,NATL,27.875994694887936,1.0088876395369748,high
AL062008,FAY,52,1123200,11093527469.503702,60,37.88461538461539,1603.8461538461538,2008,NATL,27.875994694887936,1.0088876395369748,high
AL072008,GUSTAV,47,1015200,47374854285.64814,125,55,4004.7872340425533,2008,NATL,27.875994694887936,1.0088876395369748,high
AL082008,HANNA,47,1015200,18018802968.14444,75,48.829787234042556,2477.127659574468,2008,NATL,27.875994694887936,1.0088876395369748,high
AL092008,IKE,58,1252800,112198359073.89627,125,78.79310344827586,6935.3448275862065,2008,NATL,27.875994694887936,1.0088876395369748,high
AL102008,JOSEPHINE,33,712800,5209671658.088888,55,34.54545454545455,1306.060606060606,2008,NATL,27.875994694887936,1.0088876395369748,high
AL112008,KYLE,23,496800,11043165839.729628,75,50.65217391304348,2783.695652173913,2008,NATL,27.875994694887936,1.0088876395369748,high
AL122008,LAURA,34,734400,13870769169.818516,70,50.14705882352941,2596.323529411765,2008,NATL,27.875994694887936,1.0088876395369748,high
AL132008,MARCO,8,172800,2228410216.7185183,55,42.5,1950,2008,NATL,27.875994694887936,1.0088876395369748,high
AL142008,NANA,14,302400,1108691061.3037033,35,29.285714285714285,878.5714285714286,2008,NATL,27.875994694887936,1.0088876395369748,high
AL152008,OMAR,32,691200,21747401587.111107,115,50.625,3164.0625,2008,NATL,27.875994694887936,1.0088876395369748,high
AL162008,SIXTEEN,7,151200,321652744.9074074,25,25,625,2008,NATL,27.875994694887936,1.0088876395369748,high
AL172008,PALOMA,35,756e3,26906711615.425926,125,43,2909.285714285714,2008,NATL,27.875994694887936,1.0088876395369748,high
AL012009,ONE,15,324e3,823063423.8259258,30,26.333333333333332,698.3333333333334,2009,NATL,27.891355175275816,1.0094435658445489,high
AL022009,ANA,26,561600,1956383895.3111105,35,28.846153846153847,850,2009,NATL,27.891355175275816,1.0094435658445489,high
AL032009,BILL,44,950400,78261237462.63702,115,76.81818181818181,6565.909090909091,2009,NATL,27.891355175275816,1.0094435658445489,high
AL042009,CLAUDETTE,7,151200,1098765776.6037035,50,35,1325,2009,NATL,27.891355175275816,1.0094435658445489,high
AL052009,DANNY,11,237600,2519551901.2518516,50,41.81818181818182,1786.3636363636363,2009,NATL,27.891355175275816,1.0094435658445489,high
AL062009,ERIKA,11,237600,1729940362.8962958,45,36.36363636363637,1372.7272727272727,2009,NATL,27.891355175275816,1.0094435658445489,high
AL072009,FRED,48,1036800,25352117948.896294,105,43.333333333333336,2496.875,2009,NATL,27.891355175275816,1.0094435658445489,high
AL082009,EIGHT,7,151200,433036495.42962956,30,27.142857142857142,750,2009,NATL,27.891355175275816,1.0094435658445489,high
AL092009,GRACE,37,799200,8233207460.218517,55,41.21621621621622,1742.5675675675675,2009,NATL,27.891355175275816,1.0094435658445489,high
AL102009,HENRI,23,496800,1982116114.9037032,45,28.26086956521739,873.9130434782609,2009,NATL,27.891355175275816,1.0094435658445489,high
AL112009,IDA,29,626400,17360058146.57407,90,51.55172413793103,3069.8275862068967,2009,NATL,27.891355175275816,1.0094435658445489,high
AL012010,ALEX,30,648e3,14825066913.566664,90,49.5,2750.8333333333335,2010,NATL,28.28497099943775,1.0236893046628288,high
AL022010,TWO,12,259200,595517081.9999999,30,25,641.6666666666666,2010,NATL,28.28497099943775,1.0236893046628288,high
AL032010,BONNIE,15,324e3,1134055677.759259,40,28.333333333333332,838.3333333333334,2010,NATL,28.28497099943775,1.0236893046628288,high
AL042010,COLIN,24,518400,3673090545.274073,50,36.666666666666664,1368.75,2010,NATL,28.28497099943775,1.0236893046628288,high
AL052010,FIVE,32,691200,1184049704.396296,30,22.34375,521.09375,2010,NATL,28.28497099943775,1.0236893046628288,high
AL062010,DANIELLE,51,1101600,56560889077.06666,115,64.11764705882354,4686.274509803921,2010,NATL,28.28497099943775,1.0236893046628288,high
AL072010,EARL,53,1144800,81066417001.36665,125,67.0754716981132,5511.792452830188,2010,NATL,28.28497099943775,1.0236893046628288,high
AL082010,FIONA,24,518400,4487331493.8111105,55,38.125,1523.9583333333333,2010,NATL,28.28497099943775,1.0236893046628288,high
AL092010,GASTON,30,648e3,1940209357.281481,35,27.666666666666668,775,2010,NATL,28.28497099943775,1.0236893046628288,high
AL102010,HERMINE,22,475200,2768051621.8888884,55,30,1056.8181818181818,2010,NATL,28.28497099943775,1.0236893046628288,high
AL112010,IGOR,60,1296e3,137296095651.96295,135,80.66666666666667,7540.833333333333,2010,NATL,28.28497099943775,1.0236893046628288,high
AL122010,JULIA,51,1101600,39997794531.58888,120,52.64705882352941,3417.156862745098,2010,NATL,28.28497099943775,1.0236893046628288,high
AL132010,KARL,19,410400,14798967090.837034,110,53.1578947368421,3468.4210526315787,2010,NATL,28.28497099943775,1.0236893046628288,high
AL142010,LISA,37,799200,7466754919.496294,75,36.75675675675676,1495.945945945946,2010,NATL,28.28497099943775,1.0236893046628288,high
AL152010,MATTHEW,14,302400,2310753319.4148145,50,35.714285714285715,1375,2010,NATL,28.28497099943775,1.0236893046628288,high
AL162010,NICOLE,11,237600,1632893134.718518,40,36.36363636363637,1345.4545454545455,2010,NATL,28.28497099943775,1.0236893046628288,high
AL172010,OTTO,47,1015200,14494591693.370367,75,41.91489361702128,1988.2978723404256,2010,NATL,28.28497099943775,1.0236893046628288,high
AL182010,PAULA,20,432e3,16694328865.399996,90,58.5,3912.5,2010,NATL,28.28497099943775,1.0236893046628288,high
AL192010,RICHARD,28,604800,9873452657.677776,85,42.32142857142857,2093.75,2010,NATL,28.28497099943775,1.0236893046628288,high
AL202010,SHARY,9,194400,4162737923.8074074,65,51.111111111111114,2772.222222222222,2010,NATL,28.28497099943775,1.0236893046628288,high
AL212010,TOMAS,51,1101600,25773758747.077774,85,51.470588235294116,2867.156862745098,2010,NATL,28.28497099943775,1.0236893046628288,high
AL012011,ARLENE,12,259200,2832749774.007407,55,40.833333333333336,1766.6666666666667,2011,NATL,27.906829222854302,1.0100036023744168,high
AL022011,BRET,29,626400,5189085882.414814,60,35.86206896551724,1418.9655172413793,2011,NATL,27.906829222854302,1.0100036023744168,high
AL032011,CINDY,13,280800,3781165867.5629625,60,44.61538461538461,2065.3846153846152,2011,NATL,27.906829222854302,1.0100036023744168,high
AL042011,DON,13,280800,2157462811.27037,45,37.30769230769231,1432.6923076923076,2011,NATL,27.906829222854302,1.0100036023744168,high
AL052011,EMILY,24,518400,3520167640.266666,45,35,1291.6666666666667,2011,NATL,27.906829222854302,1.0100036023744168,high
AL062011,FRANKLIN,15,324e3,1381452588.985185,40,30.666666666666668,966.6666666666666,2011,NATL,27.906829222854302,1.0100036023744168,high
AL072011,GERT,19,410400,3589277030.029629,55,38.421052631578945,1539.4736842105262,2011,NATL,27.906829222854302,1.0100036023744168,high
AL082011,HARVEY,15,324e3,2525433551.444444,55,36,1390,2011,NATL,27.906829222854302,1.0100036023744168,high
AL092011,IRENE,37,799200,46211390356.92592,105,70.27027027027027,5312.1621621621625,2011,NATL,27.906829222854302,1.0100036023744168,high
