storm.id,storm.name,n.obs,storm.duration,storm.pdi,max.wind,mean.wind,mean.sq.wind,storm.year,basin,sst,sst.norm,sst.class,first.lat,last.lat,first.long,last.long,distance
AL091994,UNNAMED,7,151200,522364057.7296295,30,29.285714285714285,860.7142857142857,1994,NATL,27.273004523476402,0.9870642270504263,low,13.8,16.5,-20.8,-22.1,350145.4841768261
AL101994,UNNAMED,7,151200,455460286.7888888,30,27.857142857142858,782.1428571428571,1994,NATL,27.273004523476402,0.9870642270504263,low,20.5,24,-86,-86,448270.5572889691
AL111994,FLORENCE,28,604800,24261071838.170364,95,59.642857142857146,4023.214285714286,1994,NATL,27.273004523476402,0.9870642270504263,low,22.7,44.2,-47,-36.2,3794971.7894464033
AL121994,GORDON,54,1166400,13507577270.425922,75,40.092592592592595,1765.2777777777778,1994,NATL,27.273004523476402,0.9870642270504263,low,11.9,34.1,-82.3,-79.8,5687333.46532538
AL011995,ALLISON,33,712800,9889627195.707405,65,44.39393939393939,2073.4848484848485,1995,NATL,27.916671482547297,1.010359813309957,high,17.4,65,-84.3,-56,6693087.726571969
AL021995,BARRY,21,453600,5136518633.818518,60,39.76190476190476,1753.5714285714287,1995,NATL,27.916671482547297,1.010359813309957,high,32,48.5,-72,-59.2,2299183.3624916174
AL031995,CHANTAL,41,885600,12473509645.940739,60,44.8780487804878,2115.8536585365855,1995,NATL,27.916671482547297,1.010359813309957,high,17.1,55,-54.9,-20,7213660.667776861
AL041995,DEAN,21,453600,1253159094.1592588,40,25.952380952380953,708.3333333333334,1995,NATL,27.916671482547297,1.010359813309957,high,26.2,33,-86.6,-98.5,1465158.2395892935
AL051995,ERIN,27,583200,14710374734.811108,80,48.333333333333336,2847.222222222222,1995,NATL,27.916671482547297,1.010359813309957,high,22.3,38.8,-73.2,-82,3242523.380784231
AL061995,UNNAMED,8,172800,378263628.011111,30,24.375,615.625,1995,NATL,27.916671482547297,1.010359813309957,high,20.2,21.8,-95.2,-99,440117.74756844953
AL071995,FELIX,69,1490400,72914449834.43332,120,64.56521739130434,4600.36231884058,1995,NATL,27.916671482547297,1.010359813309957,high,14.3,61.5,-30.8,-1,11672628.479104308
AL081995,GABRIELLE,10,216e3,2391993612.7,60,40.5,1757.5,1995,NATL,27.916671482547297,1.010359813309957,high,23.7,23.9,-94.8,-98.2,427199.0881329228
AL091995,HUMBERTO,41,885600,51923207900.2074,95,72.6829268292683,5512.195121951219,1995,NATL,27.916671482547297,1.010359813309957,high,13.2,40,-33,-37,4542706.99803699
AL101995,IRIS,65,1404e3,55480503457.314804,95,62.84615384615385,4174.2307692307695,1995,NATL,27.916671482547297,1.010359813309957,high,13.2,49.3,-49.3,-4.4,8800193.436242761
AL111995,JERRY,22,475200,1343589465.87037,35,26.136363636363637,719.3181818181819,1995,NATL,27.916671482547297,1.010359813309957,high,23.7,33.8,-78.7,-82.4,1444802.4609578594
AL121995,KAREN,31,669600,4914486339.048147,45,36.935483870967744,1395.967741935484,1995,NATL,27.916671482547297,1.010359813309957,high,15.4,33,-32.7,-61.5,3945287.667872104
AL131995,LUIS,66,1425600,172630109183.96292,120,86.51515151515152,8493.939393939394,1995,NATL,27.916671482547297,1.010359813309957,high,11.3,60,-22.7,-40,10076067.414019579
AL141995,UNNAMED,17,367200,1082223635.4370368,30,27.647058823529413,770.5882352941177,1995,NATL,27.916671482547297,1.010359813309957,high,17.9,25.8,-41.9,-61.3,2279084.657785128
AL151995,MARILYN,77,1663200,54417027581.86665,100,50.25974025974026,3246.753246753247,1995,NATL,27.916671482547297,1.010359813309957,high,11.7,35.3,-50.9,-51.9,7388422.344222705
AL161995,NOEL,45,972e3,18670563330.11111,65,49.333333333333336,2577.777777777778,1995,NATL,27.916671482547297,1.010359813309957,high,10.4,36,-37.7,-28,4316779.6536634285
AL171995,OPAL,37,799200,30345638962.407406,130,51.351351351351354,3409.4594594594596,1995,NATL,27.916671482547297,1.010359813309957,high,19.1,44.5,-87.3,-76.5,3819829.4115166552
AL181995,PABLO,16,345600,3610598011.977777,50,41.25,1756.25,1995,NATL,27.916671482547297,1.010359813309957,high,8.3,12.1,-31.4,-57.5,2921586.8171623414
AL191995,ROXANNE,54,1166400,33927563929.69629,100,52.96296296296296,3205.5555555555557,1995,NATL,27.916671482547297,1.010359813309957,high,14,19.5,-82.1,-96,3166137.3079408687
AL201995,SEBASTIEN,19,410400,3145212440.4888883,55,36.31578947368421,1394.7368421052631,1995,NATL,27.916671482547297,1.010359813309957,high,13.8,17.5,-53.8,-64.5,1932949.8918667606
AL211995,TANYA,29,626400,18925312304.077774,75,57.41379310344828,3492.2413793103447,1995,NATL,27.916671482547297,1.010359813309957,high,24.6,50.5,-59.2,-24,5105439.941461508
